applicant_id,credit_amount,age,sex,marital_status,previous_delay,job,employment,savings_status,housing,residence_since,property_magnitude,num_dependents,own_telephone,foreign_worker,checking_status,duration,credit_history,purpose,installment_commitment,other_parties,other_payment_plans,existing_credits,class
348,3758,23,female,div/sep/mar/wid,FALSE,unemp/unskilled non res,unemployed,500<=X<1000,rent,4,no known property,1,none,yes,0<=X<200,24,existing paid,radio/tv,1,none,none,1,good
349,1743,34,male,single,TRUE,unskilled resident,1<=X<4,100<=X<500,own,2,real estate,1,none,yes,no checking,6,delayed previously,business,1,none,none,2,good
350,1136,32,male,single,TRUE,skilled,>=7,>=1000,for free,3,no known property,2,none,yes,0<=X<200,9,critical/other existing credit,education,4,none,none,2,bad
351,1236,23,female,div/sep/mar/wid,FALSE,skilled,<1,<100,rent,4,real estate,1,yes,yes,no checking,9,existing paid,domestic appliance,1,none,none,1,good
352,959,29,female,div/sep/mar/wid,FALSE,skilled,1<=X<4,<100,own,2,car,1,none,no,0<=X<200,9,existing paid,furniture/equipment,1,none,none,1,bad
353,3229,38,male,single,TRUE,high qualif/self emp/mgmt,unemployed,no known savings,own,4,no known property,1,yes,yes,no checking,18,critical/other existing credit,used car,2,none,none,1,good
354,6199,28,male,single,FALSE,skilled,1<=X<4,<100,rent,2,life insurance,1,yes,yes,<0,12,no credits/all paid,radio/tv,4,none,none,2,bad
355,727,46,male,single,FALSE,skilled,>=7,500<=X<1000,for free,4,no known property,1,yes,yes,no checking,10,existing paid,education,4,none,none,1,good
356,1246,23,male,single,FALSE,unskilled resident,<1,<100,own,2,real estate,1,none,yes,0<=X<200,24,existing paid,new car,4,none,stores,1,bad
357,2331,49,male,single,TRUE,skilled,>=7,no known savings,own,4,real estate,1,yes,yes,no checking,12,critical/other existing credit,radio/tv,1,co applicant,none,1,good
358,4463,26,male,single,TRUE,high qualif/self emp/mgmt,1<=X<4,<100,own,2,car,1,yes,yes,no checking,36,delayed previously,radio/tv,4,none,none,2,bad
359,776,28,male,div/sep/mar/wid,FALSE,skilled,1<=X<4,<100,own,2,real estate,1,none,yes,no checking,12,existing paid,radio/tv,4,none,none,1,good
360,2406,23,female,div/sep/mar/wid,FALSE,skilled,4<=X<7,<100,rent,4,real estate,1,none,yes,<0,30,existing paid,furniture/equipment,4,none,none,1,bad
361,1239,61,male,single,FALSE,skilled,1<=X<4,no known savings,for free,4,no known property,1,none,yes,0<=X<200,18,existing paid,education,4,none,none,1,good
362,3399,37,male,single,FALSE,high qualif/self emp/mgmt,>=7,no known savings,own,3,car,1,none,yes,>=200,12,existing paid,radio/tv,2,none,none,1,good
363,2247,36,female,div/sep/mar/wid,TRUE,skilled,1<=X<4,<100,own,2,car,1,yes,yes,>=200,12,delayed previously,new car,2,none,stores,2,good
364,1766,21,male,div/sep/mar/wid,FALSE,skilled,1<=X<4,<100,rent,2,life insurance,1,none,yes,no checking,6,existing paid,furniture/equipment,1,none,none,1,good
365,2473,25,male,single,FALSE,unemp/unskilled non res,unemployed,<100,own,1,car,1,none,yes,<0,18,existing paid,furniture/equipment,4,none,none,1,bad
366,1542,36,male,single,FALSE,skilled,4<=X<7,<100,own,4,car,1,yes,yes,no checking,12,existing paid,business,2,none,none,1,good
367,3850,27,male,single,TRUE,skilled,4<=X<7,<100,own,1,car,1,none,yes,no checking,18,critical/other existing credit,used car,3,none,none,2,good
368,3650,22,female,div/sep/mar/wid,FALSE,skilled,<1,<100,rent,4,car,1,none,yes,<0,18,existing paid,furniture/equipment,1,none,none,1,good
369,3446,42,male,single,FALSE,skilled,>=7,<100,own,2,car,2,none,yes,<0,36,existing paid,furniture/equipment,4,none,none,1,bad
370,3001,40,female,div/sep/mar/wid,FALSE,skilled,4<=X<7,<100,rent,4,real estate,1,none,yes,0<=X<200,18,existing paid,furniture/equipment,2,none,none,1,good
371,3079,36,male,single,FALSE,skilled,1<=X<4,no known savings,own,4,real estate,1,none,yes,no checking,36,existing paid,new car,4,none,none,1,good
372,6070,33,male,single,TRUE,skilled,>=7,<100,own,4,car,1,yes,yes,no checking,18,critical/other existing credit,radio/tv,3,none,none,2,good
373,2146,23,female,div/sep/mar/wid,TRUE,skilled,<1,<100,rent,3,real estate,1,none,yes,no checking,10,critical/other existing credit,furniture/equipment,1,none,none,2,good
374,13756,63,male,single,TRUE,high qualif/self emp/mgmt,>=7,no known savings,for free,4,no known property,1,yes,yes,no checking,60,critical/other existing credit,new car,2,none,bank,1,good
375,14782,60,female,div/sep/mar/wid,FALSE,high qualif/self emp/mgmt,>=7,100<=X<500,for free,4,no known property,1,yes,yes,0<=X<200,60,all paid,other,3,none,bank,2,bad
376,7685,37,female,div/sep/mar/wid,FALSE,skilled,4<=X<7,<100,rent,4,car,1,none,yes,<0,48,all paid,business,2,guarantor,none,1,bad
377,2320,34,male,div/sep/mar/wid,TRUE,skilled,unemployed,<100,own,3,real estate,1,none,yes,no checking,18,delayed previously,radio/tv,2,none,none,2,good
378,846,36,male,single,TRUE,skilled,>=7,no known savings,for free,4,no known property,1,none,yes,no checking,7,delayed previously,radio/tv,3,none,none,1,good
379,14318,57,male,single,FALSE,high qualif/self emp/mgmt,>=7,<100,for free,2,no known property,1,yes,yes,0<=X<200,36,existing paid,new car,4,none,none,1,bad
380,362,52,female,div/sep/mar/wid,TRUE,unskilled resident,1<=X<4,100<=X<500,own,4,car,1,none,yes,no checking,6,critical/other existing credit,new car,4,none,none,2,good
381,2212,39,male,single,FALSE,skilled,4<=X<7,no known savings,own,4,car,1,yes,yes,<0,20,existing paid,furniture/equipment,4,none,none,1,good
382,12976,38,female,div/sep/mar/wid,FALSE,high qualif/self emp/mgmt,unemployed,<100,for free,4,no known property,1,yes,yes,0<=X<200,18,existing paid,used car,3,none,none,1,bad
383,1283,25,female,div/sep/mar/wid,FALSE,skilled,4<=X<7,no known savings,rent,4,life insurance,1,none,yes,no checking,22,existing paid,new car,4,none,none,1,good
384,1330,26,male,single,FALSE,skilled,<1,<100,own,1,real estate,1,none,yes,>=200,12,existing paid,new car,4,none,none,1,good
385,4272,26,male,single,TRUE,unskilled resident,1<=X<4,100<=X<500,own,2,life insurance,1,none,yes,no checking,30,delayed previously,business,2,none,none,2,good
386,2238,25,female,div/sep/mar/wid,TRUE,skilled,1<=X<4,<100,own,1,car,1,none,yes,no checking,18,critical/other existing credit,radio/tv,2,none,none,2,good
387,1126,21,female,div/sep/mar/wid,FALSE,skilled,<1,no known savings,rent,2,real estate,1,yes,yes,no checking,18,existing paid,radio/tv,4,none,none,1,good
388,7374,40,male,single,TRUE,high qualif/self emp/mgmt,unemployed,<100,own,4,life insurance,1,yes,yes,0<=X<200,18,critical/other existing credit,furniture/equipment,4,none,stores,2,good
389,2326,27,male,single,TRUE,skilled,1<=X<4,500<=X<1000,own,4,car,1,none,yes,0<=X<200,15,critical/other existing credit,business,2,none,bank,1,good
390,1449,27,female,div/sep/mar/wid,FALSE,skilled,4<=X<7,<100,own,2,car,1,none,yes,no checking,9,existing paid,business,3,none,none,2,good
391,1820,30,male,div/sep/mar/wid,FALSE,high qualif/self emp/mgmt,1<=X<4,<100,own,2,life insurance,1,yes,yes,no checking,18,existing paid,new car,2,none,none,1,good
392,983,19,female,div/sep/mar/wid,FALSE,unskilled resident,<1,>=1000,rent,4,real estate,1,none,yes,0<=X<200,12,existing paid,furniture/equipment,1,none,none,1,good
393,3249,39,male,single,FALSE,high qualif/self emp/mgmt,4<=X<7,<100,for free,4,no known property,2,yes,yes,<0,36,existing paid,new car,2,none,bank,1,good
394,1957,31,female,div/sep/mar/wid,TRUE,skilled,4<=X<7,<100,own,4,car,1,none,yes,<0,6,critical/other existing credit,radio/tv,1,none,none,1,good
395,2406,31,male,single,TRUE,high qualif/self emp/mgmt,unemployed,<100,own,3,car,1,none,yes,no checking,9,critical/other existing credit,furniture/equipment,2,none,none,1,good
396,11760,32,male,single,TRUE,skilled,4<=X<7,100<=X<500,rent,3,no known property,1,yes,yes,0<=X<200,39,delayed previously,education,2,none,none,1,good
397,2578,55,female,div/sep/mar/wid,FALSE,high qualif/self emp/mgmt,unemployed,<100,for free,4,no known property,1,none,yes,<0,12,existing paid,furniture/equipment,3,none,none,1,good
398,2348,46,male,div/sep/mar/wid,TRUE,skilled,1<=X<4,<100,own,2,life insurance,1,yes,yes,<0,36,critical/other existing credit,furniture/equipment,3,none,none,2,good
399,1223,46,male,div/sep/mar/wid,FALSE,skilled,>=7,<100,rent,1,real estate,1,none,yes,0<=X<200,12,existing paid,new car,1,none,none,2,bad
400,1516,43,female,div/sep/mar/wid,TRUE,unskilled resident,1<=X<4,>=1000,own,1,real estate,1,none,yes,no checking,24,critical/other existing credit,radio/tv,4,none,none,2,good
401,1473,39,male,div/sep/mar/wid,FALSE,skilled,<1,<100,own,4,real estate,1,yes,yes,no checking,18,existing paid,radio/tv,3,none,none,1,good
402,1887,28,male,div/sep/mar/wid,TRUE,skilled,1<=X<4,no known savings,own,4,real estate,1,none,yes,0<=X<200,18,critical/other existing credit,business,4,none,bank,2,good
403,8648,27,male,single,TRUE,skilled,<1,<100,own,2,car,1,yes,yes,no checking,24,delayed previously,business,2,none,bank,2,bad
404,802,27,male,single,TRUE,unskilled resident,1<=X<4,<100,own,2,car,1,none,yes,no checking,14,delayed previously,new car,4,none,none,2,good
405,2899,43,male,single,TRUE,skilled,>=7,no known savings,own,4,car,2,none,yes,0<=X<200,18,delayed previously,new car,4,none,none,1,good
406,2039,22,male,div/sep/mar/wid,FALSE,skilled,<1,<100,own,1,life insurance,1,yes,yes,0<=X<200,24,existing paid,radio/tv,1,none,none,1,bad
407,2197,43,male,single,TRUE,skilled,4<=X<7,no known savings,own,4,car,2,yes,yes,no checking,24,critical/other existing credit,used car,4,none,none,2,good
408,1053,27,male,div/sep/mar/wid,FALSE,skilled,<1,<100,own,2,real estate,1,none,no,<0,15,existing paid,radio/tv,4,none,none,1,good
409,3235,26,male,div/sep/mar/wid,FALSE,high qualif/self emp/mgmt,>=7,500<=X<1000,own,2,car,1,yes,yes,no checking,24,existing paid,radio/tv,3,none,none,1,good
410,939,28,male,div/sep/mar/wid,TRUE,skilled,4<=X<7,500<=X<1000,own,2,real estate,1,yes,yes,>=200,12,critical/other existing credit,new car,4,none,none,3,bad
411,1967,20,female,div/sep/mar/wid,FALSE,skilled,>=7,<100,own,4,car,1,yes,yes,0<=X<200,24,existing paid,radio/tv,4,none,none,1,good
412,7253,35,male,single,TRUE,high qualif/self emp/mgmt,4<=X<7,<100,own,2,car,1,yes,yes,no checking,33,critical/other existing credit,used car,3,none,none,2,good
413,2292,42,male,single,TRUE,high qualif/self emp/mgmt,unemployed,<100,own,2,car,1,yes,yes,no checking,12,critical/other existing credit,business,4,none,stores,2,bad
414,1597,40,male,single,FALSE,unskilled resident,1<=X<4,500<=X<1000,rent,2,no known property,2,none,no,no checking,10,existing paid,new car,3,none,none,1,good
415,1381,35,female,div/sep/mar/wid,FALSE,skilled,1<=X<4,no known savings,own,2,life insurance,1,none,yes,<0,24,existing paid,new car,4,none,none,1,bad
416,5842,35,male,single,TRUE,skilled,>=7,<100,own,2,life insurance,2,yes,yes,no checking,36,critical/other existing credit,used car,2,none,none,2,good
417,2579,33,male,single,FALSE,unskilled resident,<1,<100,own,1,real estate,2,none,yes,<0,12,existing paid,new car,4,none,none,1,bad
418,8471,23,female,div/sep/mar/wid,TRUE,skilled,1<=X<4,no known savings,rent,2,car,1,yes,yes,<0,18,delayed previously,education,1,none,none,2,good
419,2782,31,female,div/sep/mar/wid,FALSE,high qualif/self emp/mgmt,4<=X<7,500<=X<1000,own,2,car,1,none,yes,no checking,21,existing paid,new car,1,none,bank,1,good
420,1042,33,female,div/sep/mar/wid,FALSE,skilled,1<=X<4,no known savings,own,2,life insurance,1,none,yes,0<=X<200,18,existing paid,new car,4,none,none,1,bad
421,3186,20,female,div/sep/mar/wid,FALSE,skilled,4<=X<7,>=1000,rent,3,car,1,none,yes,no checking,15,existing paid,new car,2,none,none,1,good
422,2028,30,male,single,FALSE,skilled,1<=X<4,no known savings,own,2,car,1,none,yes,0<=X<200,12,existing paid,used car,4,none,none,1,good
423,958,47,male,single,TRUE,unskilled resident,4<=X<7,<100,own,3,real estate,2,none,yes,0<=X<200,12,critical/other existing credit,new car,2,none,none,2,good
424,1591,34,male,single,TRUE,high qualif/self emp/mgmt,4<=X<7,100<=X<500,own,3,real estate,1,none,yes,no checking,21,delayed previously,furniture/equipment,4,none,none,2,good
425,2762,25,female,div/sep/mar/wid,FALSE,skilled,>=7,no known savings,own,2,life insurance,1,yes,yes,0<=X<200,12,existing paid,furniture/equipment,1,none,bank,1,bad
426,2779,21,male,div/sep/mar/wid,FALSE,skilled,1<=X<4,<100,rent,3,car,1,yes,yes,0<=X<200,18,existing paid,used car,1,none,none,1,good
427,2743,29,male,single,TRUE,skilled,>=7,<100,own,2,car,1,none,yes,no checking,28,critical/other existing credit,radio/tv,4,none,none,2,good
428,1149,46,male,single,TRUE,skilled,1<=X<4,>=1000,own,3,real estate,1,none,yes,no checking,18,critical/other existing credit,radio/tv,4,none,none,2,good
429,1313,20,male,single,FALSE,skilled,>=7,<100,own,4,car,1,none,yes,no checking,9,existing paid,furniture/equipment,1,none,none,1,good
430,1190,55,female,div/sep/mar/wid,TRUE,unemp/unskilled non res,unemployed,<100,for free,4,no known property,2,none,yes,<0,18,critical/other existing credit,repairs,2,none,none,3,bad
431,3448,74,male,single,FALSE,unskilled resident,4<=X<7,<100,own,4,real estate,1,none,yes,no checking,5,existing paid,business,1,none,none,1,good
432,11328,29,male,single,FALSE,high qualif/self emp/mgmt,1<=X<4,<100,own,3,car,1,yes,yes,0<=X<200,24,existing paid,other,2,co applicant,bank,2,bad
433,1872,36,male,single,TRUE,high qualif/self emp/mgmt,unemployed,<100,for free,4,no known property,1,yes,yes,<0,6,critical/other existing credit,furniture/equipment,4,none,none,3,good
434,2058,33,male,div/sep/mar/wid,TRUE,skilled,1<=X<4,<100,own,2,real estate,1,yes,yes,no checking,24,critical/other existing credit,repairs,4,none,none,2,good
435,2136,25,male,single,FALSE,skilled,1<=X<4,<100,own,2,real estate,1,none,yes,<0,9,existing paid,furniture/equipment,3,none,none,1,good
436,1484,25,male,div/sep/mar/wid,FALSE,skilled,1<=X<4,no known savings,own,1,real estate,1,yes,yes,0<=X<200,12,existing paid,radio/tv,2,none,none,1,bad
437,660,23,male,div/sep/mar/wid,FALSE,unskilled resident,4<=X<7,500<=X<1000,rent,4,real estate,1,none,yes,no checking,6,existing paid,repairs,2,none,none,1,good
438,1287,37,female,div/sep/mar/wid,TRUE,skilled,>=7,>=1000,own,4,real estate,1,yes,yes,no checking,24,critical/other existing credit,new car,4,none,none,2,good
439,3394,65,male,single,TRUE,unemp/unskilled non res,unemployed,<100,own,4,car,1,none,yes,<0,42,critical/other existing credit,repairs,4,co applicant,none,2,good
440,609,26,female,div/sep/mar/wid,FALSE,unemp/unskilled non res,<1,<100,own,1,real estate,1,none,yes,>=200,12,all paid,business,4,none,none,1,bad
441,1884,39,male,single,FALSE,high qualif/self emp/mgmt,>=7,<100,own,4,car,1,yes,yes,no checking,12,existing paid,new car,4,none,none,1,good
442,1620,30,female,div/sep/mar/wid,FALSE,skilled,1<=X<4,<100,own,3,life insurance,1,none,yes,<0,12,existing paid,furniture/equipment,2,co applicant,none,1,good
443,2629,29,male,single,TRUE,skilled,1<=X<4,<100,own,3,car,1,yes,yes,0<=X<200,20,delayed previously,other,2,none,bank,2,good
444,719,41,male,single,FALSE,unskilled resident,>=7,<100,own,4,car,2,none,yes,no checking,12,existing paid,education,4,none,bank,1,bad
445,5096,30,female,div/sep/mar/wid,TRUE,high qualif/self emp/mgmt,1<=X<4,<100,own,3,car,1,yes,yes,0<=X<200,48,critical/other existing credit,furniture/equipment,2,none,none,1,bad
446,1244,41,female,div/sep/mar/wid,TRUE,unskilled resident,>=7,no known savings,rent,4,life insurance,1,none,yes,no checking,9,critical/other existing credit,education,4,none,none,2,good
447,1842,34,female,div/sep/mar/wid,FALSE,skilled,<1,<100,own,4,car,1,yes,yes,<0,36,existing paid,new car,4,none,none,1,bad
448,2576,35,male,single,FALSE,skilled,1<=X<4,<100,own,2,real estate,1,none,yes,0<=X<200,7,existing paid,radio/tv,2,guarantor,none,1,good
449,1424,55,female,div/sep/mar/wid,FALSE,high qualif/self emp/mgmt,>=7,no known savings,own,4,real estate,1,yes,yes,>=200,12,existing paid,furniture/equipment,3,none,none,1,good
450,1512,61,male,div/sep/mar/wid,TRUE,skilled,1<=X<4,>=1000,own,3,life insurance,1,none,yes,0<=X<200,15,delayed previously,repairs,3,none,stores,2,bad
451,11054,30,male,single,TRUE,high qualif/self emp/mgmt,1<=X<4,no known savings,own,2,car,1,yes,yes,no checking,36,critical/other existing credit,used car,4,none,none,1,good
452,518,29,female,div/sep/mar/wid,FALSE,skilled,1<=X<4,<100,own,1,real estate,1,none,yes,no checking,6,existing paid,radio/tv,3,none,none,1,good
453,2759,34,male,single,FALSE,skilled,>=7,<100,own,4,life insurance,1,none,yes,no checking,12,no credits/all paid,furniture/equipment,2,none,none,2,good
454,2670,35,male,single,FALSE,high qualif/self emp/mgmt,>=7,<100,own,4,car,1,yes,yes,no checking,24,existing paid,used car,4,none,none,1,good
455,4817,31,male,single,FALSE,skilled,4<=X<7,<100,own,3,life insurance,1,yes,yes,<0,24,existing paid,new car,2,co applicant,none,1,bad
456,2679,29,female,div/sep/mar/wid,FALSE,high qualif/self emp/mgmt,<1,<100,own,1,no known property,1,yes,yes,no checking,24,existing paid,used car,4,none,none,1,good
457,3905,36,male,single,TRUE,skilled,1<=X<4,<100,rent,2,real estate,2,none,yes,<0,11,critical/other existing credit,new car,2,none,none,2,good
458,3386,35,male,single,FALSE,skilled,>=7,<100,for free,4,no known property,1,yes,yes,<0,12,existing paid,used car,3,none,none,1,bad
459,343,27,female,div/sep/mar/wid,FALSE,skilled,<1,<100,own,1,real estate,1,none,yes,<0,6,existing paid,domestic appliance,4,none,none,1,good
460,4594,32,male,single,FALSE,skilled,<1,<100,own,2,car,1,yes,yes,no checking,18,existing paid,radio/tv,3,none,none,1,good
461,3620,37,male,single,FALSE,skilled,1<=X<4,<100,own,2,life insurance,2,none,yes,<0,36,existing paid,furniture/equipment,1,guarantor,none,1,good
462,1721,36,male,single,FALSE,skilled,<1,<100,own,3,real estate,1,none,yes,<0,15,existing paid,new car,2,none,none,1,good
463,3017,34,female,div/sep/mar/wid,FALSE,high qualif/self emp/mgmt,<1,<100,rent,1,real estate,1,none,yes,0<=X<200,12,existing paid,furniture/equipment,3,none,none,1,good
464,754,38,male,single,FALSE,skilled,>=7,no known savings,own,4,life insurance,1,none,yes,0<=X<200,12,existing paid,retraining,4,none,none,2,good
465,1950,34,male,single,FALSE,skilled,4<=X<7,<100,own,1,car,1,yes,yes,no checking,18,existing paid,business,4,none,stores,2,good
466,2924,63,male,single,FALSE,skilled,1<=X<4,<100,own,4,no known property,2,yes,yes,<0,24,existing paid,used car,3,guarantor,bank,1,good
467,1659,29,female,div/sep/mar/wid,TRUE,unskilled resident,<1,<100,rent,2,car,1,yes,yes,<0,24,delayed previously,radio/tv,4,none,none,1,bad
468,7238,32,male,single,TRUE,skilled,>=7,no known savings,own,3,car,2,none,yes,no checking,48,delayed previously,radio/tv,3,none,bank,2,good
469,2764,26,female,div/sep/mar/wid,TRUE,skilled,1<=X<4,<100,own,2,car,1,yes,yes,no checking,33,delayed previously,business,2,none,none,2,good
470,4679,35,male,single,TRUE,unskilled resident,4<=X<7,<100,own,3,car,1,yes,yes,no checking,24,delayed previously,used car,3,none,none,2,good
471,3092,22,male,div/sep/mar/wid,FALSE,skilled,<1,100<=X<500,rent,2,car,1,yes,yes,0<=X<200,24,existing paid,radio/tv,3,none,none,1,bad
472,448,23,female,div/sep/mar/wid,FALSE,skilled,<1,<100,own,4,life insurance,1,none,yes,<0,6,existing paid,education,4,none,none,1,bad
473,654,28,male,single,FALSE,unskilled resident,1<=X<4,<100,own,3,car,1,none,yes,<0,9,existing paid,new car,4,none,none,1,bad
474,1238,36,male,single,FALSE,high qualif/self emp/mgmt,unemployed,no known savings,own,4,life insurance,2,yes,yes,no checking,6,existing paid,retraining,4,none,none,1,good
475,1245,33,male,div/sep/mar/wid,TRUE,skilled,1<=X<4,<100,own,2,car,1,none,yes,0<=X<200,18,critical/other existing credit,radio/tv,4,none,none,1,bad
476,3114,26,female,div/sep/mar/wid,FALSE,skilled,<1,<100,rent,4,life insurance,1,none,yes,<0,18,no credits/all paid,furniture/equipment,1,none,none,1,bad
477,2569,24,male,single,FALSE,skilled,1<=X<4,500<=X<1000,own,4,car,1,none,yes,no checking,39,existing paid,used car,4,none,none,1,good
478,5152,25,male,single,FALSE,skilled,4<=X<7,<100,own,2,car,1,none,yes,>=200,24,existing paid,radio/tv,4,none,bank,1,good
479,1037,39,male,single,FALSE,unskilled resident,4<=X<7,100<=X<500,own,4,real estate,1,none,yes,0<=X<200,12,existing paid,business,3,none,none,1,good
480,1478,44,male,single,TRUE,skilled,>=7,<100,own,4,car,2,yes,yes,<0,15,critical/other existing credit,furniture/equipment,4,none,none,2,good
481,3573,23,female,div/sep/mar/wid,TRUE,unskilled resident,1<=X<4,<100,own,1,real estate,1,none,yes,0<=X<200,12,critical/other existing credit,radio/tv,1,none,none,1,good
482,1201,26,male,single,FALSE,skilled,<1,<100,own,1,life insurance,1,none,yes,0<=X<200,24,existing paid,new car,4,none,none,1,good
483,3622,57,female,div/sep/mar/wid,FALSE,skilled,>=7,>=1000,rent,4,life insurance,1,yes,yes,<0,30,existing paid,furniture/equipment,4,none,none,2,good
484,960,30,female,div/sep/mar/wid,TRUE,skilled,4<=X<7,>=1000,own,2,life insurance,1,none,yes,no checking,15,delayed previously,furniture/equipment,3,none,none,2,good
485,1163,44,male,single,TRUE,skilled,1<=X<4,500<=X<1000,own,4,real estate,1,yes,yes,no checking,12,critical/other existing credit,new car,4,none,none,1,good
486,1209,47,male,single,TRUE,high qualif/self emp/mgmt,unemployed,<100,own,4,life insurance,1,yes,yes,0<=X<200,6,delayed previously,new car,4,none,none,1,bad
487,3077,52,male,single,FALSE,skilled,1<=X<4,<100,own,4,car,1,yes,yes,no checking,12,existing paid,radio/tv,2,none,none,1,good
488,3757,62,female,div/sep/mar/wid,FALSE,skilled,>=7,<100,for free,4,no known property,1,yes,yes,no checking,24,existing paid,new car,4,co applicant,none,1,good
489,1418,35,male,single,FALSE,unskilled resident,1<=X<4,100<=X<500,rent,2,real estate,1,none,no,no checking,10,existing paid,new car,3,none,none,1,good
490,3518,26,male,single,FALSE,skilled,1<=X<4,<100,rent,3,life insurance,1,none,yes,no checking,6,existing paid,new car,2,guarantor,none,1,good
491,1934,26,male,single,TRUE,skilled,>=7,<100,own,2,no known property,1,none,yes,no checking,12,critical/other existing credit,radio/tv,2,none,none,2,good
492,8318,42,female,div/sep/mar/wid,FALSE,high qualif/self emp/mgmt,>=7,<100,for free,4,no known property,1,yes,yes,0<=X<200,27,no credits/all paid,business,2,none,none,2,bad
493,1237,27,female,div/sep/mar/wid,TRUE,skilled,1<=X<4,100<=X<500,own,1,life insurance,1,none,yes,no checking,6,critical/other existing credit,radio/tv,1,none,none,2,good
494,368,38,male,single,FALSE,skilled,>=7,no known savings,own,4,life insurance,1,none,yes,0<=X<200,6,existing paid,radio/tv,4,none,none,1,good
495,2122,39,male,single,TRUE,unskilled resident,1<=X<4,<100,rent,2,real estate,2,none,no,<0,12,critical/other existing credit,new car,3,none,none,2,good
496,2996,20,male,div/sep/mar/wid,FALSE,skilled,1<=X<4,no known savings,own,4,car,1,none,yes,<0,24,existing paid,furniture/equipment,2,none,none,1,bad
497,9034,29,male,single,FALSE,high qualif/self emp/mgmt,<1,100<=X<500,rent,1,no known property,1,yes,yes,0<=X<200,36,existing paid,furniture/equipment,4,co applicant,none,1,bad
498,1585,40,male,single,TRUE,skilled,4<=X<7,<100,own,3,life insurance,1,none,yes,no checking,24,critical/other existing credit,furniture/equipment,4,none,none,2,good
499,1301,32,male,div/sep/mar/wid,FALSE,unskilled resident,>=7,<100,own,2,real estate,1,none,yes,0<=X<200,18,existing paid,radio/tv,4,guarantor,none,1,good
500,1323,28,male,div/sep/mar/wid,TRUE,skilled,>=7,100<=X<500,own,4,car,2,yes,yes,>=200,6,critical/other existing credit,new car,2,none,none,2,good
501,3123,27,female,div/sep/mar/wid,FALSE,skilled,<1,<100,own,1,life insurance,1,none,yes,<0,24,existing paid,new car,4,none,none,1,bad
502,5493,42,male,single,FALSE,skilled,>=7,<100,for free,4,no known property,2,none,yes,<0,36,existing paid,used car,2,none,none,1,good
503,1126,49,male,div/sep/mar/wid,FALSE,skilled,>=7,100<=X<500,own,4,real estate,1,none,yes,>=200,9,existing paid,radio/tv,2,none,none,1,good
504,1216,38,male,single,TRUE,skilled,<1,100<=X<500,own,4,no known property,2,none,yes,0<=X<200,24,critical/other existing credit,radio/tv,4,none,bank,2,bad
505,1207,24,female,div/sep/mar/wid,FALSE,skilled,<1,<100,rent,4,life insurance,1,none,yes,<0,24,existing paid,new car,4,none,none,1,bad
506,1309,27,male,single,FALSE,unskilled resident,1<=X<4,no known savings,own,4,life insurance,1,none,yes,no checking,10,existing paid,new car,4,guarantor,none,1,bad
507,2360,36,male,single,TRUE,skilled,1<=X<4,500<=X<1000,own,2,car,1,yes,yes,>=200,15,critical/other existing credit,used car,2,none,none,1,good
508,6850,34,male,single,FALSE,high qualif/self emp/mgmt,unemployed,100<=X<500,own,2,life insurance,2,yes,yes,0<=X<200,15,all paid,new car,1,none,none,1,bad
509,1413,28,male,div/sep/mar/wid,FALSE,skilled,1<=X<4,<100,own,2,life insurance,1,none,yes,no checking,24,existing paid,radio/tv,4,none,none,1,good
510,8588,45,male,single,FALSE,high qualif/self emp/mgmt,>=7,100<=X<500,own,2,car,1,yes,yes,no checking,39,existing paid,used car,4,none,none,1,good
511,759,26,male,single,FALSE,skilled,4<=X<7,<100,own,2,real estate,1,none,yes,<0,12,existing paid,new car,4,none,none,1,bad
512,4686,32,male,single,FALSE,high qualif/self emp/mgmt,1<=X<4,<100,for free,2,no known property,1,yes,yes,no checking,36,existing paid,used car,2,none,none,1,good
513,2687,26,male,single,FALSE,skilled,4<=X<7,<100,rent,4,life insurance,1,yes,yes,>=200,15,existing paid,business,2,none,none,1,good
514,585,20,male,div/sep/mar/wid,TRUE,skilled,1<=X<4,<100,rent,4,real estate,1,none,yes,0<=X<200,12,delayed previously,radio/tv,4,co applicant,none,2,good
515,2255,54,male,single,FALSE,skilled,<1,no known savings,own,1,life insurance,1,none,yes,no checking,24,existing paid,new car,4,none,none,1,good
516,609,37,female,div/sep/mar/wid,TRUE,skilled,4<=X<7,<100,own,3,life insurance,1,none,no,<0,6,critical/other existing credit,new car,4,none,none,2,good
517,1361,40,male,single,TRUE,unskilled resident,<1,<100,own,4,real estate,2,none,no,<0,6,critical/other existing credit,new car,2,none,none,1,good
518,7127,23,female,div/sep/mar/wid,TRUE,skilled,<1,<100,rent,4,life insurance,1,yes,yes,no checking,36,critical/other existing credit,furniture/equipment,2,none,none,2,bad
519,1203,43,male,single,FALSE,skilled,>=7,100<=X<500,own,2,life insurance,1,yes,yes,<0,6,existing paid,new car,3,none,none,1,good
520,700,36,male,single,TRUE,skilled,>=7,no known savings,for free,4,no known property,1,none,yes,no checking,6,critical/other existing credit,radio/tv,4,none,none,2,good
521,5507,44,male,single,TRUE,skilled,>=7,<100,for free,4,no known property,1,none,yes,no checking,24,critical/other existing credit,repairs,3,none,none,2,good
522,3190,24,female,div/sep/mar/wid,FALSE,skilled,1<=X<4,<100,own,2,real estate,1,none,yes,<0,18,existing paid,radio/tv,2,none,none,1,bad
